employee_id,shift_id,day,start_dt,end_dt,duration_h,role,required_staff
E003,D07_NURSE_EVENING,2025-11-07,2025-11-07 14:00:00,2025-11-07 22:00:00,8.0,nurse,5
E003,D07_NURSE_NIGHT,2025-11-07,2025-11-07 22:00:00,2025-11-08 06:00:00,8.0,nurse,4
E004,D01_NURSE_MORNING,2025-11-01,2025-11-01 06:00:00,2025-11-01 14:00:00,8.0,nurse,6
E004,D01_NURSE_EVENING,2025-11-01,2025-11-01 14:00:00,2025-11-01 22:00:00,8.0,nurse,5
E004,D01_NURSE_NIGHT,2025-11-01,2025-11-01 22:00:00,2025-11-02 06:00:00,8.0,nurse,4
E004,D02_NURSE_MORNING,2025-11-02,2025-11-02 06:00:00,2025-11-02 14:00:00,8.0,nurse,6
E004,D02_NURSE_EVENING,2025-11-02,2025-11-02 14:00:00,2025-11-02 22:00:00,8.0,nurse,5
E004,D02_NURSE_NIGHT,2025-11-02,2025-11-02 22:00:00,2025-11-03 06:00:00,8.0,nurse,4
E004,D03_NURSE_MORNING,2025-11-03,2025-11-03 06:00:00,2025-11-03 14:00:00,8.0,nurse,6
E004,D03_NURSE_EVENING,2025-11-03,2025-11-03 14:00:00,2025-11-03 22:00:00,8.0,nurse,5
E004,D03_NURSE_NIGHT,2025-11-03,2025-11-03 22:00:00,2025-11-04 06:00:00,8.0,nurse,4
E004,D04_NURSE_MORNING,2025-11-04,2025-11-04 06:00:00,2025-11-04 14:00:00,8.0,nurse,6
E004,D04_NURSE_EVENING,2025-11-04,2025-11-04 14:00:00,2025-11-04 22:00:00,8.0,nurse,5
E004,D04_NURSE_NIGHT,2025-11-04,2025-11-04 22:00:00,2025-11-05 06:00:00,8.0,nurse,4
E004,D05_NURSE_MORNING,2025-11-05,2025-11-05 06:00:00,2025-11-05 14:00:00,8.0,nurse,6
E004,D05_NURSE_EVENING,2025-11-05,2025-11-05 14:00:00,2025-11-05 22:00:00,8.0,nurse,5
E004,D05_NURSE_NIGHT,2025-11-05,2025-11-05 22:00:00,2025-11-06 06:00:00,8.0,nurse,4
E004,D06_NURSE_MORNING,2025-11-06,2025-11-06 06:00:00,2025-11-06 14:00:00,8.0,nurse,6
E004,D06_NURSE_EVENING,2025-11-06,2025-11-06 14:00:00,2025-11-06 22:00:00,8.0,nurse,5
E004,D06_NURSE_NIGHT,2025-11-06,2025-11-06 22:00:00,2025-11-07 06:00:00,8.0,nurse,4
E004,D07_NURSE_MORNING,2025-11-07,2025-11-07 06:00:00,2025-11-07 14:00:00,8.0,nurse,6
E004,D07_NURSE_EVENING,2025-11-07,2025-11-07 14:00:00,2025-11-07 22:00:00,8.0,nurse,5
E004,D07_NURSE_NIGHT,2025-11-07,2025-11-07 22:00:00,2025-11-08 06:00:00,8.0,nurse,4
E005,D01_NURSE_MORNING,2025-11-01,2025-11-01 06:00:00,2025-11-01 14:00:00,8.0,nurse,6
E005,D01_NURSE_EVENING,2025-11-01,2025-11-01 14:00:00,2025-11-01 22:00:00,8.0,nurse,5
E005,D01_NURSE_NIGHT,2025-11-01,2025-11-01 22:00:00,2025-11-02 06:00:00,8.0,nurse,4
E005,D02_NURSE_MORNING,2025-11-02,2025-11-02 06:00:00,2025-11-02 14:00:00,8.0,nurse,6
E005,D02_NURSE_EVENING,2025-11-02,2025-11-02 14:00:00,2025-11-02 22:00:00,8.0,nurse,5
E005,D02_NURSE_NIGHT,2025-11-02,2025-11-02 22:00:00,2025-11-03 06:00:00,8.0,nurse,4
E005,D03_NURSE_MORNING,2025-11-03,2025-11-03 06:00:00,2025-11-03 14:00:00,8.0,nurse,6
E005,D03_NURSE_EVENING,2025-11-03,2025-11-03 14:00:00,2025-11-03 22:00:00,8.0,nurse,5
E005,D04_NURSE_MORNING,2025-11-04,2025-11-04 06:00:00,2025-11-04 14:00:00,8.0,nurse,6
E005,D04_NURSE_EVENING,2025-11-04,2025-11-04 14:00:00,2025-11-04 22:00:00,8.0,nurse,5
E005,D04_NURSE_NIGHT,2025-11-04,2025-11-04 22:00:00,2025-11-05 06:00:00,8.0,nurse,4
E005,D05_NURSE_MORNING,2025-11-05,2025-11-05 06:00:00,2025-11-05 14:00:00,8.0,nurse,6
E005,D05_NURSE_EVENING,2025-11-05,2025-11-05 14:00:00,2025-11-05 22:00:00,8.0,nurse,5
E005,D05_NURSE_NIGHT,2025-11-05,2025-11-05 22:00:00,2025-11-06 06:00:00,8.0,nurse,4
E005,D06_NURSE_MORNING,2025-11-06,2025-11-06 06:00:00,2025-11-06 14:00:00,8.0,nurse,6
E005,D06_NURSE_EVENING,2025-11-06,2025-11-06 14:00:00,2025-11-06 22:00:00,8.0,nurse,5
E005,D06_NURSE_NIGHT,2025-11-06,2025-11-06 22:00:00,2025-11-07 06:00:00,8.0,nurse,4
E005,D07_NURSE_MORNING,2025-11-07,2025-11-07 06:00:00,2025-11-07 14:00:00,8.0,nurse,6
E005,D07_NURSE_EVENING,2025-11-07,2025-11-07 14:00:00,2025-11-07 22:00:00,8.0,nurse,5
E005,D07_NURSE_NIGHT,2025-11-07,2025-11-07 22:00:00,2025-11-08 06:00:00,8.0,nurse,4
E006,D01_NURSE_MORNING,2025-11-01,2025-11-01 06:00:00,2025-11-01 14:00:00,8.0,nurse,6
E006,D01_NURSE_EVENING,2025-11-01,2025-11-01 14:00:00,2025-11-01 22:00:00,8.0,nurse,5
E006,D02_NURSE_MORNING,2025-11-02,2025-11-02 06:00:00,2025-11-02 14:00:00,8.0,nurse,6
E006,D02_NURSE_EVENING,2025-11-02,2025-11-02 14:00:00,2025-11-02 22:00:00,8.0,nurse,5
E006,D03_NURSE_MORNING,2025-11-03,2025-11-03 06:00:00,2025-11-03 14:00:00,8.0,nurse,6
E006,D03_NURSE_EVENING,2025-11-03,2025-11-03 14:00:00,2025-11-03 22:00:00,8.0,nurse,5
E006,D04_NURSE_MORNING,2025-11-04,2025-11-04 06:00:00,2025-11-04 14:00:00,8.0,nurse,6
E006,D04_NURSE_EVENING,2025-11-04,2025-11-04 14:00:00,2025-11-04 22:00:00,8.0,nurse,5
E006,D05_NURSE_MORNING,2025-11-05,2025-11-05 06:00:00,2025-11-05 14:00:00,8.0,nurse,6
E006,D05_NURSE_EVENING,2025-11-05,2025-11-05 14:00:00,2025-11-05 22:00:00,8.0,nurse,5
E006,D06_NURSE_MORNING,2025-11-06,2025-11-06 06:00:00,2025-11-06 14:00:00,8.0,nurse,6
E006,D06_NURSE_EVENING,2025-11-06,2025-11-06 14:00:00,2025-11-06 22:00:00,8.0,nurse,5
E006,D07_NURSE_MORNING,2025-11-07,2025-11-07 06:00:00,2025-11-07 14:00:00,8.0,nurse,6
E006,D07_NURSE_EVENING,2025-11-07,2025-11-07 14:00:00,2025-11-07 22:00:00,8.0,nurse,5
E007,D01_NURSE_MORNING,2025-11-01,2025-11-01 06:00:00,2025-11-01 14:00:00,8.0,nurse,6
E007,D01_NURSE_EVENING,2025-11-01,2025-11-01 14:00:00,2025-11-01 22:00:00,8.0,nurse,5
E007,D01_NURSE_NIGHT,2025-11-01,2025-11-01 22:00:00,2025-11-02 06:00:00,8.0,nurse,4
E007,D02_NURSE_MORNING,2025-11-02,2025-11-02 06:00:00,2025-11-02 14:00:00,8.0,nurse,6
E007,D02_NURSE_EVENING,2025-11-02,2025-11-02 14:00:00,2025-11-02 22:00:00,8.0,nurse,5
E007,D02_NURSE_NIGHT,2025-11-02,2025-11-02 22:00:00,2025-11-03 06:00:00,8.0,nurse,4
E007,D03_NURSE_MORNING,2025-11-03,2025-11-03 06:00:00,2025-11-03 14:00:00,8.0,nurse,6
E007,D03_NURSE_EVENING,2025-11-03,2025-11-03 14:00:00,2025-11-03 22:00:00,8.0,nurse,5
E007,D03_NURSE_NIGHT,2025-11-03,2025-11-03 22:00:00,2025-11-04 06:00:00,8.0,nurse,4
E007,D04_NURSE_EVENING,2025-11-04,2025-11-04 14:00:00,2025-11-04 22:00:00,8.0,nurse,5
E007,D04_NURSE_NIGHT,2025-11-04,2025-11-04 22:00:00,2025-11-05 06:00:00,8.0,nurse,4
E007,D05_NURSE_MORNING,2025-11-05,2025-11-05 06:00:00,2025-11-05 14:00:00,8.0,nurse,6
E007,D05_NURSE_EVENING,2025-11-05,2025-11-05 14:00:00,2025-11-05 22:00:00,8.0,nurse,5
E007,D05_NURSE_NIGHT,2025-11-05,2025-11-05 22:00:00,2025-11-06 06:00:00,8.0,nurse,4
E007,D06_NURSE_MORNING,2025-11-06,2025-11-06 06:00:00,2025-11-06 14:00:00,8.0,nurse,6
E007,D06_NURSE_EVENING,2025-11-06,2025-11-06 14:00:00,2025-11-06 22:00:00,8.0,nurse,5
E007,D07_NURSE_MORNING,2025-11-07,2025-11-07 06:00:00,2025-11-07 14:00:00,8.0,nurse,6
E007,D07_NURSE_EVENING,2025-11-07,2025-11-07 14:00:00,2025-11-07 22:00:00,8.0,nurse,5
E007,D07_NURSE_NIGHT,2025-11-07,2025-11-07 22:00:00,2025-11-08 06:00:00,8.0,nurse,4
E007,D01_TRIAGE_PEAK,2025-11-01,2025-11-01 10:00:00,2025-11-01 18:00:00,8.0,triage,2
E007,D02_TRIAGE_PEAK,2025-11-02,2025-11-02 10:00:00,2025-11-02 18:00:00,8.0,triage,2
E007,D04_TRIAGE_PEAK,2025-11-04,2025-11-04 10:00:00,2025-11-04 18:00:00,8.0,triage,2
E007,D05_TRIAGE_PEAK,2025-11-05,2025-11-05 10:00:00,2025-11-05 18:00:00,8.0,triage,2
E007,D07_TRIAGE_PEAK,2025-11-07,2025-11-07 10:00:00,2025-11-07 18:00:00,8.0,triage,2
E008,D01_NURSE_MORNING,2025-11-01,2025-11-01 06:00:00,2025-11-01 14:00:00,8.0,nurse,6
E008,D01_NURSE_EVENING,2025-11-01,2025-11-01 14:00:00,2025-11-01 22:00:00,8.0,nurse,5
E008,D01_NURSE_NIGHT,2025-11-01,2025-11-01 22:00:00,2025-11-02 06:00:00,8.0,nurse,4
E008,D02_NURSE_MORNING,2025-11-02,2025-11-02 06:00:00,2025-11-02 14:00:00,8.0,nurse,6
E008,D02_NURSE_EVENING,2025-11-02,2025-11-02 14:00:00,2025-11-02 22:00:00,8.0,nurse,5
E008,D02_NURSE_NIGHT,2025-11-02,2025-11-02 22:00:00,2025-11-03 06:00:00,8.0,nurse,4
E008,D03_NURSE_MORNING,2025-11-03,2025-11-03 06:00:00,2025-11-03 14:00:00,8.0,nurse,6
E008,D03_NURSE_EVENING,2025-11-03,2025-11-03 14:00:00,2025-11-03 22:00:00,8.0,nurse,5
E008,D03_NURSE_NIGHT,2025-11-03,2025-11-03 22:00:00,2025-11-04 06:00:00,8.0,nurse,4
E008,D04_NURSE_MORNING,2025-11-04,2025-11-04 06:00:00,2025-11-04 14:00:00,8.0,nurse,6
E008,D04_NURSE_EVENING,2025-11-04,2025-11-04 14:00:00,2025-11-04 22:00:00,8.0,nurse,5
E008,D04_NURSE_NIGHT,2025-11-04,2025-11-04 22:00:00,2025-11-05 06:00:00,8.0,nurse,4
E008,D05_NURSE_MORNING,2025-11-05,2025-11-05 06:00:00,2025-11-05 14:00:00,8.0,nurse,6
E008,D05_NURSE_EVENING,2025-11-05,2025-11-05 14:00:00,2025-11-05 22:00:00,8.0,nurse,5
E008,D05_NURSE_NIGHT,2025-11-05,2025-11-05 22:00:00,2025-11-06 06:00:00,8.0,nurse,4
E008,D06_NURSE_MORNING,2025-11-06,2025-11-06 06:00:00,2025-11-06 14:00:00,8.0,nurse,6
E008,D06_NURSE_EVENING,2025-11-06,2025-11-06 14:00:00,2025-11-06 22:00:00,8.0,nurse,5
E008,D06_NURSE_NIGHT,2025-11-06,2025-11-06 22:00:00,2025-11-07 06:00:00,8.0,nurse,4
E008,D07_NURSE_MORNING,2025-11-07,2025-11-07 06:00:00,2025-11-07 14:00:00,8.0,nurse,6
E008,D07_NURSE_EVENING,2025-11-07,2025-11-07 14:00:00,2025-11-07 22:00:00,8.0,nurse,5
E008,D07_NURSE_NIGHT,2025-11-07,2025-11-07 22:00:00,2025-11-08 06:00:00,8.0,nurse,4
E009,D01_NURSE_MORNING,2025-11-01,2025-11-01 06:00:00,2025-11-01 14:00:00,8.0,nurse,6
E009,D01_NURSE_EVENING,2025-11-01,2025-11-01 14:00:00,2025-11-01 22:00:00,8.0,nurse,5
E009,D01_NURSE_NIGHT,2025-11-01,2025-11-01 22:00:00,2025-11-02 06:00:00,8.0,nurse,4
E009,D02_NURSE_MORNING,2025-11-02,2025-11-02 06:00:00,2025-11-02 14:00:00,8.0,nurse,6
E009,D02_NURSE_EVENING,2025-11-02,2025-11-02 14:00:00,2025-11-02 22:00:00,8.0,nurse,5
E009,D02_NURSE_NIGHT,2025-11-02,2025-11-02 22:00:00,2025-11-03 06:00:00,8.0,nurse,4
E009,D03_NURSE_MORNING,2025-11-03,2025-11-03 06:00:00,2025-11-03 14:00:00,8.0,nurse,6
E009,D03_NURSE_EVENING,2025-11-03,2025-11-03 14:00:00,2025-11-03 22:00:00,8.0,nurse,5
E009,D03_NURSE_NIGHT,2025-11-03,2025-11-03 22:00:00,2025-11-04 06:00:00,8.0,nurse,4
E009,D04_NURSE_MORNING,2025-11-04,2025-11-04 06:00:00,2025-11-04 14:00:00,8.0,nurse,6
E009,D04_NURSE_EVENING,2025-11-04,2025-11-04 14:00:00,2025-11-04 22:00:00,8.0,nurse,5
E009,D04_NURSE_NIGHT,2025-11-04,2025-11-04 22:00:00,2025-11-05 06:00:00,8.0,nurse,4
E009,D05_NURSE_MORNING,2025-11-05,2025-11-05 06:00:00,2025-11-05 14:00:00,8.0,nurse,6
E009,D05_NURSE_EVENING,2025-11-05,2025-11-05 14:00:00,2025-11-05 22:00:00,8.0,nurse,5
E009,D05_NURSE_NIGHT,2025-11-05,2025-11-05 22:00:00,2025-11-06 06:00:00,8.0,nurse,4
E009,D06_NURSE_MORNING,2025-11-06,2025-11-06 06:00:00,2025-11-06 14:00:00,8.0,nurse,6
E009,D06_NURSE_EVENING,2025-11-06,2025-11-06 14:00:00,2025-11-06 22:00:00,8.0,nurse,5
E009,D06_NURSE_NIGHT,2025-11-06,2025-11-06 22:00:00,2025-11-07 06:00:00,8.0,nurse,4
E009,D07_NURSE_MORNING,2025-11-07,2025-11-07 06:00:00,2025-11-07 14:00:00,8.0,nurse,6
E009,D07_NURSE_EVENING,2025-11-07,2025-11-07 14:00:00,2025-11-07 22:00:00,8.0,nurse,5
E009,D07_NURSE_NIGHT,2025-11-07,2025-11-07 22:00:00,2025-11-08 06:00:00,8.0,nurse,4
E010,D01_NURSE_MORNING,2025-11-01,2025-11-01 06:00:00,2025-11-01 14:00:00,8.0,nurse,6
E010,D01_NURSE_EVENING,2025-11-01,2025-11-01 14:00:00,2025-11-01 22:00:00,8.0,nurse,5
E010,D01_NURSE_NIGHT,2025-11-01,2025-11-01 22:00:00,2025-11-02 06:00:00,8.0,nurse,4
E010,D02_NURSE_MORNING,2025-11-02,2025-11-02 06:00:00,2025-11-02 14:00:00,8.0,nurse,6
E010,D02_NURSE_EVENING,2025-11-02,2025-11-02 14:00:00,2025-11-02 22:00:00,8.0,nurse,5
E010,D02_NURSE_NIGHT,2025-11-02,2025-11-02 22:00:00,2025-11-03 06:00:00,8.0,nurse,4
E010,D03_NURSE_MORNING,2025-11-03,2025-11-03 06:00:00,2025-11-03 14:00:00,8.0,nurse,6
E010,D03_NURSE_EVENING,2025-11-03,2025-11-03 14:00:00,2025-11-03 22:00:00,8.0,nurse,5
E010,D03_NURSE_NIGHT,2025-11-03,2025-11-03 22:00:00,2025-11-04 06:00:00,8.0,nurse,4
E010,D04_NURSE_MORNING,2025-11-04,2025-11-04 06:00:00,2025-11-04 14:00:00,8.0,nurse,6
E010,D04_NURSE_EVENING,2025-11-04,2025-11-04 14:00:00,2025-11-04 22:00:00,8.0,nurse,5
E010,D04_NURSE_NIGHT,2025-11-04,2025-11-04 22:00:00,2025-11-05 06:00:00,8.0,nurse,4
E010,D05_NURSE_MORNING,2025-11-05,2025-11-05 06:00:00,2025-11-05 14:00:00,8.0,nurse,6
E010,D05_NURSE_EVENING,2025-11-05,2025-11-05 14:00:00,2025-11-05 22:00:00,8.0,nurse,5
E010,D05_NURSE_NIGHT,2025-11-05,2025-11-05 22:00:00,2025-11-06 06:00:00,8.0,nurse,4
E010,D06_NURSE_MORNING,2025-11-06,2025-11-06 06:00:00,2025-11-06 14:00:00,8.0,nurse,6
E010,D06_NURSE_EVENING,2025-11-06,2025-11-06 14:00:00,2025-11-06 22:00:00,8.0,nurse,5
E010,D06_NURSE_NIGHT,2025-11-06,2025-11-06 22:00:00,2025-11-07 06:00:00,8.0,nurse,4
E010,D07_NURSE_MORNING,2025-11-07,2025-11-07 06:00:00,2025-11-07 14:00:00,8.0,nurse,6
E010,D07_NURSE_EVENING,2025-11-07,2025-11-07 14:00:00,2025-11-07 22:00:00,8.0,nurse,5
E010,D07_NURSE_NIGHT,2025-11-07,2025-11-07 22:00:00,2025-11-08 06:00:00,8.0,nurse,4
E011,D01_NURSE_MORNING,2025-11-01,2025-11-01 06:00:00,2025-11-01 14:00:00,8.0,nurse,6
E011,D01_NURSE_EVENING,2025-11-01,2025-11-01 14:00:00,2025-11-01 22:00:00,8.0,nurse,5
E011,D02_NURSE_MORNING,2025-11-02,2025-11-02 06:00:00,2025-11-02 14:00:00,8.0,nurse,6
E011,D02_NURSE_EVENING,2025-11-02,2025-11-02 14:00:00,2025-11-02 22:00:00,8.0,nurse,5
E011,D03_NURSE_MORNING,2025-11-03,2025-11-03 06:00:00,2025-11-03 14:00:00,8.0,nurse,6
E011,D03_NURSE_EVENING,2025-11-03,2025-11-03 14:00:00,2025-11-03 22:00:00,8.0,nurse,5
E011,D04_NURSE_MORNING,2025-11-04,2025-11-04 06:00:00,2025-11-04 14:00:00,8.0,nurse,6
E011,D04_NURSE_EVENING,2025-11-04,2025-11-04 14:00:00,2025-11-04 22:00:00,8.0,nurse,5
E011,D05_NURSE_MORNING,2025-11-05,2025-11-05 06:00:00,2025-11-05 14:00:00,8.0,nurse,6
E011,D05_NURSE_EVENING,2025-11-05,2025-11-05 14:00:00,2025-11-05 22:00:00,8.0,nurse,5
E011,D06_NURSE_MORNING,2025-11-06,2025-11-06 06:00:00,2025-11-06 14:00:00,8.0,nurse,6
E011,D06_NURSE_EVENING,2025-11-06,2025-11-06 14:00:00,2025-11-06 22:00:00,8.0,nurse,5
E011,D07_NURSE_MORNING,2025-11-07,2025-11-07 06:00:00,2025-11-07 14:00:00,8.0,nurse,6
E011,D07_NURSE_EVENING,2025-11-07,2025-11-07 14:00:00,2025-11-07 22:00:00,8.0,nurse,5
E012,D01_NURSE_MORNING,2025-11-01,2025-11-01 06:00:00,2025-11-01 14:00:00,8.0,nurse,6
E012,D01_NURSE_EVENING,2025-11-01,2025-11-01 14:00:00,2025-11-01 22:00:00,8.0,nurse,5
E012,D01_NURSE_NIGHT,2025-11-01,2025-11-01 22:00:00,2025-11-02 06:00:00,8.0,nurse,4
E012,D02_NURSE_MORNING,2025-11-02,2025-11-02 06:00:00,2025-11-02 14:00:00,8.0,nurse,6
E012,D02_NURSE_EVENING,2025-11-02,2025-11-02 14:00:00,2025-11-02 22:00:00,8.0,nurse,5
E012,D04_NURSE_MORNING,2025-11-04,2025-11-04 06:00:00,2025-11-04 14:00:00,8.0,nurse,6
E012,D04_NURSE_EVENING,2025-11-04,2025-11-04 14:00:00,2025-11-04 22:00:00,8.0,nurse,5
E012,D04_NURSE_NIGHT,2025-11-04,2025-11-04 22:00:00,2025-11-05 06:00:00,8.0,nurse,4
E012,D05_NURSE_MORNING,2025-11-05,2025-11-05 06:00:00,2025-11-05 14:00:00,8.0,nurse,6
E012,D05_NURSE_EVENING,2025-11-05,2025-11-05 14:00:00,2025-11-05 22:00:00,8.0,nurse,5
E012,D05_NURSE_NIGHT,2025-11-05,2025-11-05 22:00:00,2025-11-06 06:00:00,8.0,nurse,4
E012,D06_NURSE_MORNING,2025-11-06,2025-11-06 06:00:00,2025-11-06 14:00:00,8.0,nurse,6
E012,D06_NURSE_EVENING,2025-11-06,2025-11-06 14:00:00,2025-11-06 22:00:00,8.0,nurse,5
E012,D06_NURSE_NIGHT,2025-11-06,2025-11-06 22:00:00,2025-11-07 06:00:00,8.0,nurse,4
E012,D07_NURSE_MORNING,2025-11-07,2025-11-07 06:00:00,2025-11-07 14:00:00,8.0,nurse,6
E012,D07_NURSE_EVENING,2025-11-07,2025-11-07 14:00:00,2025-11-07 22:00:00,8.0,nurse,5
E012,D07_NURSE_NIGHT,2025-11-07,2025-11-07 22:00:00,2025-11-08 06:00:00,8.0,nurse,4
E013,D01_NURSE_MORNING,2025-11-01,2025-11-01 06:00:00,2025-11-01 14:00:00,8.0,nurse,6
E013,D01_NURSE_EVENING,2025-11-01,2025-11-01 14:00:00,2025-11-01 22:00:00,8.0,nurse,5
E013,D01_NURSE_NIGHT,2025-11-01,2025-11-01 22:00:00,2025-11-02 06:00:00,8.0,nurse,4
E013,D02_NURSE_MORNING,2025-11-02,2025-11-02 06:00:00,2025-11-02 14:00:00,8.0,nurse,6
E013,D02_NURSE_EVENING,2025-11-02,2025-11-02 14:00:00,2025-11-02 22:00:00,8.0,nurse,5
E013,D02_NURSE_NIGHT,2025-11-02,2025-11-02 22:00:00,2025-11-03 06:00:00,8.0,nurse,4
E013,D03_NURSE_MORNING,2025-11-03,2025-11-03 06:00:00,2025-11-03 14:00:00,8.0,nurse,6
E013,D03_NURSE_EVENING,2025-11-03,2025-11-03 14:00:00,2025-11-03 22:00:00,8.0,nurse,5
E013,D03_NURSE_NIGHT,2025-11-03,2025-11-03 22:00:00,2025-11-04 06:00:00,8.0,nurse,4
E013,D04_NURSE_MORNING,2025-11-04,2025-11-04 06:00:00,2025-11-04 14:00:00,8.0,nurse,6
E013,D04_NURSE_EVENING,2025-11-04,2025-11-04 14:00:00,2025-11-04 22:00:00,8.0,nurse,5
E013,D04_NURSE_NIGHT,2025-11-04,2025-11-04 22:00:00,2025-11-05 06:00:00,8.0,nurse,4
E013,D05_NURSE_MORNING,2025-11-05,2025-11-05 06:00:00,2025-11-05 14:00:00,8.0,nurse,6
E013,D05_NURSE_NIGHT,2025-11-05,2025-11-05 22:00:00,2025-11-06 06:00:00,8.0,nurse,4
E013,D06_NURSE_MORNING,2025-11-06,2025-11-06 06:00:00,2025-11-06 14:00:00,8.0,nurse,6
E013,D06_NURSE_EVENING,2025-11-06,2025-11-06 14:00:00,2025-11-06 22:00:00,8.0,nurse,5
E013,D06_NURSE_NIGHT,2025-11-06,2025-11-06 22:00:00,2025-11-07 06:00:00,8.0,nurse,4
E013,D07_NURSE_MORNING,2025-11-07,2025-11-07 06:00:00,2025-11-07 14:00:00,8.0,nurse,6
E013,D07_NURSE_EVENING,2025-11-07,2025-11-07 14:00:00,2025-11-07 22:00:00,8.0,nurse,5
E013,D07_NURSE_NIGHT,2025-11-07,2025-11-07 22:00:00,2025-11-08 06:00:00,8.0,nurse,4
E014,D01_NURSE_MORNING,2025-11-01,2025-11-01 06:00:00,2025-11-01 14:00:00,8.0,nurse,6
E014,D01_NURSE_EVENING,2025-11-01,2025-11-01 14:00:00,2025-11-01 22:00:00,8.0,nurse,5
E014,D01_NURSE_NIGHT,2025-11-01,2025-11-01 22:00:00,2025-11-02 06:00:00,8.0,nurse,4
E014,D02_NURSE_MORNING,2025-11-02,2025-11-02 06:00:00,2025-11-02 14:00:00,8.0,nurse,6
E014,D02_NURSE_EVENING,2025-11-02,2025-11-02 14:00:00,2025-11-02 22:00:00,8.0,nurse,5
E014,D02_NURSE_NIGHT,2025-11-02,2025-11-02 22:00:00,2025-11-03 06:00:00,8.0,nurse,4
E014,D03_NURSE_MORNING,2025-11-03,2025-11-03 06:00:00,2025-11-03 14:00:00,8.0,nurse,6
E014,D03_NURSE_EVENING,2025-11-03,2025-11-03 14:00:00,2025-11-03 22:00:00,8.0,nurse,5
E014,D03_NURSE_NIGHT,2025-11-03,2025-11-03 22:00:00,2025-11-04 06:00:00,8.0,nurse,4
E014,D04_NURSE_MORNING,2025-11-04,2025-11-04 06:00:00,2025-11-04 14:00:00,8.0,nurse,6
