employee_id,shift_id,day,start_dt,end_dt,duration_h,role,required_staff
E010,S_2025-10-11_receptionist_0800_1600,2025-10-11,2025-10-11 08:00:00,2025-10-11 16:00:00,8.0,receptionist,1
E011,S_2025-10-07_triage_1000_1800,2025-10-07,2025-10-07 10:00:00,2025-10-07 18:00:00,8.0,triage,2
E011,S_2025-10-08_triage_1000_1800,2025-10-08,2025-10-08 10:00:00,2025-10-08 18:00:00,8.0,triage,2
E011,S_2025-10-09_triage_1000_1800,2025-10-09,2025-10-09 10:00:00,2025-10-09 18:00:00,8.0,triage,2
E011,S_2025-10-10_triage_1000_1800,2025-10-10,2025-10-10 10:00:00,2025-10-10 18:00:00,8.0,triage,2
E011,ANCH_2025-10-06_triage_1200_1400,2025-10-06,2025-10-06 12:00:00,2025-10-06 14:00:00,2.0,triage,2
E011,ANCH_2025-10-11_triage_1600_1800,2025-10-11,2025-10-11 16:00:00,2025-10-11 18:00:00,2.0,triage,2
E011,ANCH_2025-10-12_triage_1000_1200,2025-10-12,2025-10-12 10:00:00,2025-10-12 12:00:00,2.0,triage,2
E012,S_2025-10-07_triage_1000_1800,2025-10-07,2025-10-07 10:00:00,2025-10-07 18:00:00,8.0,triage,2
E012,S_2025-10-08_triage_1000_1800,2025-10-08,2025-10-08 10:00:00,2025-10-08 18:00:00,8.0,triage,2
E012,S_2025-10-09_triage_1000_1800,2025-10-09,2025-10-09 10:00:00,2025-10-09 18:00:00,8.0,triage,2
E012,S_2025-10-06_radiology_0900_1700,2025-10-06,2025-10-06 09:00:00,2025-10-06 17:00:00,8.0,radiology,1
E013,S_2025-10-06_nurse_0800_1600,2025-10-06,2025-10-06 08:00:00,2025-10-06 16:00:00,8.0,nurse,3
E013,S_2025-10-07_nurse_0800_1600,2025-10-07,2025-10-07 08:00:00,2025-10-07 16:00:00,8.0,nurse,3
E013,S_2025-10-09_nurse_1600_2200,2025-10-09,2025-10-09 16:00:00,2025-10-09 22:00:00,6.0,nurse,2
E013,S_2025-10-11_nurse_0800_1600,2025-10-11,2025-10-11 08:00:00,2025-10-11 16:00:00,8.0,nurse,2
E013,S_2025-10-12_nurse_0800_1600,2025-10-12,2025-10-12 08:00:00,2025-10-12 16:00:00,8.0,nurse,2
E014,S_2025-10-09_nurse_0800_1600,2025-10-09,2025-10-09 08:00:00,2025-10-09 16:00:00,8.0,nurse,3
E014,S_2025-10-10_nurse_1000_1400,2025-10-10,2025-10-10 10:00:00,2025-10-10 14:00:00,4.0,nurse,2
E014,S_2025-10-06_icu_nurse_0800_1600,2025-10-06,2025-10-06 08:00:00,2025-10-06 16:00:00,8.0,icu_nurse,2
E014,S_2025-10-07_icu_nurse_0800_1600,2025-10-07,2025-10-07 08:00:00,2025-10-07 16:00:00,8.0,icu_nurse,2
E014,S_2025-10-12_icu_nurse_0800_1600,2025-10-12,2025-10-12 08:00:00,2025-10-12 16:00:00,8.0,icu_nurse,2
E015,S_2025-10-07_nurse_0800_1600,2025-10-07,2025-10-07 08:00:00,2025-10-07 16:00:00,8.0,nurse,3
E015,S_2025-10-08_nurse_0800_1600,2025-10-08,2025-10-08 08:00:00,2025-10-08 16:00:00,8.0,nurse,3
E015,S_2025-10-10_nurse_0800_1600,2025-10-10,2025-10-10 08:00:00,2025-10-10 16:00:00,8.0,nurse,3
E015,S_2025-10-11_nurse_0800_1600,2025-10-11,2025-10-11 08:00:00,2025-10-11 16:00:00,8.0,nurse,2
E015,S_2025-10-12_nurse_0800_1600,2025-10-12,2025-10-12 08:00:00,2025-10-12 16:00:00,8.0,nurse,2
E015,ANCH_2025-10-06_nurse_1600_1800,2025-10-06,2025-10-06 16:00:00,2025-10-06 18:00:00,2.0,nurse,3
E016,S_2025-10-07_nurse_0800_1600,2025-10-07,2025-10-07 08:00:00,2025-10-07 16:00:00,8.0,nurse,3
E016,S_2025-10-08_nurse_0800_1600,2025-10-08,2025-10-08 08:00:00,2025-10-08 16:00:00,8.0,nurse,3
E016,S_2025-10-09_nurse_0800_1600,2025-10-09,2025-10-09 08:00:00,2025-10-09 16:00:00,8.0,nurse,3
E016,S_2025-10-10_nurse_0800_1600,2025-10-10,2025-10-10 08:00:00,2025-10-10 16:00:00,8.0,nurse,3
E016,S_2025-10-12_nurse_0800_1600,2025-10-12,2025-10-12 08:00:00,2025-10-12 16:00:00,8.0,nurse,2
E017,S_2025-10-06_doctor_0800_1800,2025-10-06,2025-10-06 08:00:00,2025-10-06 18:00:00,10.0,doctor,2
E017,S_2025-10-09_doctor_0800_1800,2025-10-09,2025-10-09 08:00:00,2025-10-09 18:00:00,10.0,doctor,2
E017,S_2025-10-12_doctor_0800_1800,2025-10-12,2025-10-12 08:00:00,2025-10-12 18:00:00,10.0,doctor,2
E017,ANCH_2025-10-07_doctor_1800_2000,2025-10-07,2025-10-07 18:00:00,2025-10-07 20:00:00,2.0,doctor,2
E018,S_2025-10-09_nurse_0800_1600,2025-10-09,2025-10-09 08:00:00,2025-10-09 16:00:00,8.0,nurse,3
E018,S_2025-10-11_nurse_0800_1600,2025-10-11,2025-10-11 08:00:00,2025-10-11 16:00:00,8.0,nurse,2
E018,S_2025-10-06_icu_nurse_0800_1600,2025-10-06,2025-10-06 08:00:00,2025-10-06 16:00:00,8.0,icu_nurse,2
E018,S_2025-10-07_icu_nurse_0800_1600,2025-10-07,2025-10-07 08:00:00,2025-10-07 16:00:00,8.0,icu_nurse,2
E018,S_2025-10-10_icu_nurse_0800_1600,2025-10-10,2025-10-10 08:00:00,2025-10-10 16:00:00,8.0,icu_nurse,2
E018,ANCH_2025-10-08_icu_nurse_0400_0600,2025-10-08,2025-10-08 04:00:00,2025-10-08 06:00:00,2.0,icu_nurse,1
E019,S_2025-10-06_nurse_0800_1600,2025-10-06,2025-10-06 08:00:00,2025-10-06 16:00:00,8.0,nurse,3
E019,S_2025-10-08_nurse_0800_1600,2025-10-08,2025-10-08 08:00:00,2025-10-08 16:00:00,8.0,nurse,3
E019,S_2025-10-09_nurse_0800_1600,2025-10-09,2025-10-09 08:00:00,2025-10-09 16:00:00,8.0,nurse,3
E019,S_2025-10-10_nurse_0800_1600,2025-10-10,2025-10-10 08:00:00,2025-10-10 16:00:00,8.0,nurse,3
E019,ANCH_2025-10-11_nurse_1200_1400,2025-10-11,2025-10-11 12:00:00,2025-10-11 14:00:00,2.0,nurse,3
E020,S_2025-10-06_receptionist_0800_1600,2025-10-06,2025-10-06 08:00:00,2025-10-06 16:00:00,8.0,receptionist,1
E020,S_2025-10-07_receptionist_0800_1600,2025-10-07,2025-10-07 08:00:00,2025-10-07 16:00:00,8.0,receptionist,1
E020,S_2025-10-09_receptionist_0800_1600,2025-10-09,2025-10-09 08:00:00,2025-10-09 16:00:00,8.0,receptionist,1
E020,S_2025-10-10_receptionist_0800_1600,2025-10-10,2025-10-10 08:00:00,2025-10-10 16:00:00,8.0,receptionist,1
E020,S_2025-10-12_receptionist_0800_1600,2025-10-12,2025-10-12 08:00:00,2025-10-12 16:00:00,8.0,receptionist,1
E021,S_2025-10-07_nurse_0800_1600,2025-10-07,2025-10-07 08:00:00,2025-10-07 16:00:00,8.0,nurse,3
E021,S_2025-10-08_nurse_0800_1600,2025-10-08,2025-10-08 08:00:00,2025-10-08 16:00:00,8.0,nurse,3
E021,S_2025-10-09_nurse_0800_1600,2025-10-09,2025-10-09 08:00:00,2025-10-09 16:00:00,8.0,nurse,3
E021,S_2025-10-10_nurse_0800_1600,2025-10-10,2025-10-10 08:00:00,2025-10-10 16:00:00,8.0,nurse,3
E021,S_2025-10-12_nurse_0800_1600,2025-10-12,2025-10-12 08:00:00,2025-10-12 16:00:00,8.0,nurse,2
E022,S_2025-10-06_nurse_0800_1600,2025-10-06,2025-10-06 08:00:00,2025-10-06 16:00:00,8.0,nurse,3
E022,S_2025-10-09_nurse_0800_1600,2025-10-09,2025-10-09 08:00:00,2025-10-09 16:00:00,8.0,nurse,3
E022,S_2025-10-10_nurse_0800_1600,2025-10-10,2025-10-10 08:00:00,2025-10-10 16:00:00,8.0,nurse,3
E022,S_2025-10-12_nurse_0800_1600,2025-10-12,2025-10-12 08:00:00,2025-10-12 16:00:00,8.0,nurse,2
E022,S_2025-10-08_icu_nurse_0800_1600,2025-10-08,2025-10-08 08:00:00,2025-10-08 16:00:00,8.0,icu_nurse,2
E023,S_2025-10-07_triage_1000_1800,2025-10-07,2025-10-07 10:00:00,2025-10-07 18:00:00,8.0,triage,2
E023,S_2025-10-08_triage_1000_1800,2025-10-08,2025-10-08 10:00:00,2025-10-08 18:00:00,8.0,triage,2
E023,S_2025-10-12_triage_1000_1800,2025-10-12,2025-10-12 10:00:00,2025-10-12 18:00:00,8.0,triage,2
E023,S_2025-10-11_receptionist_0800_1600,2025-10-11,2025-10-11 08:00:00,2025-10-11 16:00:00,8.0,receptionist,1
E024,S_2025-10-10_triage_1000_1800,2025-10-10,2025-10-10 10:00:00,2025-10-10 18:00:00,8.0,triage,2
E024,ANCH_2025-10-07_triage_1600_1800,2025-10-07,2025-10-07 16:00:00,2025-10-07 18:00:00,2.0,triage,2
E024,S_2025-10-06_labtech_0700_1500,2025-10-06,2025-10-06 07:00:00,2025-10-06 15:00:00,8.0,labtech,1
E024,S_2025-10-08_labtech_0700_1500,2025-10-08,2025-10-08 07:00:00,2025-10-08 15:00:00,8.0,labtech,1
E024,S_2025-10-09_labtech_0700_1500,2025-10-09,2025-10-09 07:00:00,2025-10-09 15:00:00,8.0,labtech,1
E024,S_2025-10-11_labtech_0700_1500,2025-10-11,2025-10-11 07:00:00,2025-10-11 15:00:00,8.0,labtech,1
E025,S_2025-10-07_icu_nurse_0800_1600,2025-10-07,2025-10-07 08:00:00,2025-10-07 16:00:00,8.0,icu_nurse,2
E025,S_2025-10-08_icu_nurse_0800_1600,2025-10-08,2025-10-08 08:00:00,2025-10-08 16:00:00,8.0,icu_nurse,2
E025,S_2025-10-09_icu_nurse_0800_1600,2025-10-09,2025-10-09 08:00:00,2025-10-09 16:00:00,8.0,icu_nurse,2
E025,S_2025-10-10_icu_nurse_0800_1600,2025-10-10,2025-10-10 08:00:00,2025-10-10 16:00:00,8.0,icu_nurse,2
E025,S_2025-10-11_icu_nurse_0800_1600,2025-10-11,2025-10-11 08:00:00,2025-10-11 16:00:00,8.0,icu_nurse,2
E026,S_2025-10-06_nurse_0800_1600,2025-10-06,2025-10-06 08:00:00,2025-10-06 16:00:00,8.0,nurse,3
E026,S_2025-10-08_nurse_0800_1600,2025-10-08,2025-10-08 08:00:00,2025-10-08 16:00:00,8.0,nurse,3
E026,S_2025-10-10_nurse_0800_1600,2025-10-10,2025-10-10 08:00:00,2025-10-10 16:00:00,8.0,nurse,3
E026,S_2025-10-11_icu_nurse_0800_1600,2025-10-11,2025-10-11 08:00:00,2025-10-11 16:00:00,8.0,icu_nurse,2
E027,S_2025-10-06_icu_nurse_0800_1600,2025-10-06,2025-10-06 08:00:00,2025-10-06 16:00:00,8.0,icu_nurse,2
E027,S_2025-10-08_icu_nurse_0800_1600,2025-10-08,2025-10-08 08:00:00,2025-10-08 16:00:00,8.0,icu_nurse,2
E027,S_2025-10-09_icu_nurse_0800_1600,2025-10-09,2025-10-09 08:00:00,2025-10-09 16:00:00,8.0,icu_nurse,2
E027,S_2025-10-11_icu_nurse_0800_1600,2025-10-11,2025-10-11 08:00:00,2025-10-11 16:00:00,8.0,icu_nurse,2
E027,S_2025-10-12_icu_nurse_0800_1600,2025-10-12,2025-10-12 08:00:00,2025-10-12 16:00:00,8.0,icu_nurse,2
E027,ANCH_2025-10-07_icu_nurse_1000_1200,2025-10-07,2025-10-07 10:00:00,2025-10-07 12:00:00,2.0,icu_nurse,2
E028,S_2025-10-10_nurse_0800_1600,2025-10-10,2025-10-10 08:00:00,2025-10-10 16:00:00,8.0,nurse,3
E028,S_2025-10-11_nurse_1000_1400,2025-10-11,2025-10-11 10:00:00,2025-10-11 14:00:00,4.0,nurse,1
E028,S_2025-10-07_icu_nurse_0800_1600,2025-10-07,2025-10-07 08:00:00,2025-10-07 16:00:00,8.0,icu_nurse,2
E028,S_2025-10-08_icu_nurse_0800_1600,2025-10-08,2025-10-08 08:00:00,2025-10-08 16:00:00,8.0,icu_nurse,2
E028,S_2025-10-09_icu_nurse_0800_1600,2025-10-09,2025-10-09 08:00:00,2025-10-09 16:00:00,8.0,icu_nurse,2
E028,S_2025-10-12_icu_nurse_0800_1600,2025-10-12,2025-10-12 08:00:00,2025-10-12 16:00:00,8.0,icu_nurse,2
E029,S_2025-10-06_radiology_0900_1700,2025-10-06,2025-10-06 09:00:00,2025-10-06 17:00:00,8.0,radiology,1
E029,S_2025-10-07_radiology_0900_1700,2025-10-07,2025-10-07 09:00:00,2025-10-07 17:00:00,8.0,radiology,1
E029,S_2025-10-08_radiology_0900_1700,2025-10-08,2025-10-08 09:00:00,2025-10-08 17:00:00,8.0,radiology,1
E029,S_2025-10-12_radiology_0900_1700,2025-10-12,2025-10-12 09:00:00,2025-10-12 17:00:00,8.0,radiology,1
E030,S_2025-10-06_nurse_0800_1600,2025-10-06,2025-10-06 08:00:00,2025-10-06 16:00:00,8.0,nurse,3
E030,S_2025-10-07_nurse_0800_1600,2025-10-07,2025-10-07 08:00:00,2025-10-07 16:00:00,8.0,nurse,3
E030,S_2025-10-08_nurse_0800_1600,2025-10-08,2025-10-08 08:00:00,2025-10-08 16:00:00,8.0,nurse,3
E030,S_2025-10-12_nurse_0800_1600,2025-10-12,2025-10-12 08:00:00,2025-10-12 16:00:00,8.0,nurse,2
E030,ANCH_2025-10-10_nurse_1000_1200,2025-10-10,2025-10-10 10:00:00,2025-10-10 12:00:00,2.0,nurse,5
E031,S_2025-10-06_nurse_0800_1600,2025-10-06,2025-10-06 08:00:00,2025-10-06 16:00:00,8.0,nurse,3
E031,S_2025-10-07_nurse_0800_1600,2025-10-07,2025-10-07 08:00:00,2025-10-07 16:00:00,8.0,nurse,3
E031,S_2025-10-10_nurse_0800_1600,2025-10-10,2025-10-10 08:00:00,2025-10-10 16:00:00,8.0,nurse,3
E031,S_2025-10-12_nurse_0800_1600,2025-10-12,2025-10-12 08:00:00,2025-10-12 16:00:00,8.0,nurse,2
E032,S_2025-10-08_nurse_0800_1600,2025-10-08,2025-10-08 08:00:00,2025-10-08 16:00:00,8.0,nurse,3
E032,S_2025-10-10_nurse_0800_1600,2025-10-10,2025-10-10 08:00:00,2025-10-10 16:00:00,8.0,nurse,3
E032,S_2025-10-11_nurse_0800_1600,2025-10-11,2025-10-11 08:00:00,2025-10-11 16:00:00,8.0,nurse,2
E032,S_2025-10-06_icu_nurse_0800_1600,2025-10-06,2025-10-06 08:00:00,2025-10-06 16:00:00,8.0,icu_nurse,2
E032,S_2025-10-12_icu_nurse_0800_1600,2025-10-12,2025-10-12 08:00:00,2025-10-12 16:00:00,8.0,icu_nurse,2
E033,S_2025-10-06_triage_1000_1800,2025-10-06,2025-10-06 10:00:00,2025-10-06 18:00:00,8.0,triage,2
E033,S_2025-10-08_triage_1000_1800,2025-10-08,2025-10-08 10:00:00,2025-10-08 18:00:00,8.0,triage,2
E033,S_2025-10-09_triage_1000_1800,2025-10-09,2025-10-09 10:00:00,2025-10-09 18:00:00,8.0,triage,2
E033,S_2025-10-12_triage_1000_1800,2025-10-12,2025-10-12 10:00:00,2025-10-12 18:00:00,8.0,triage,2
E033,ANCH_2025-10-07_radiology_1300_1700,2025-10-07,2025-10-07 13:00:00,2025-10-07 17:00:00,4.0,radiology,1
E034,S_2025-10-06_triage_1000_1800,2025-10-06,2025-10-06 10:00:00,2025-10-06 18:00:00,8.0,triage,2
E034,S_2025-10-08_triage_1000_1800,2025-10-08,2025-10-08 10:00:00,2025-10-08 18:00:00,8.0,triage,2
E034,S_2025-10-09_triage_1000_1800,2025-10-09,2025-10-09 10:00:00,2025-10-09 18:00:00,8.0,triage,2
E034,S_2025-10-11_triage_1000_1800,2025-10-11,2025-10-11 10:00:00,2025-10-11 18:00:00,8.0,triage,2
E034,ANCH_2025-10-07_triage_1000_1200,2025-10-07,2025-10-07 10:00:00,2025-10-07 12:00:00,2.0,triage,2
E034,ANCH_2025-10-10_triage_1400_1600,2025-10-10,2025-10-10 14:00:00,2025-10-10 16:00:00,2.0,triage,2
E034,ANCH_2025-10-12_triage_1200_1400,2025-10-12,2025-10-12 12:00:00,2025-10-12 14:00:00,2.0,triage,2
E035,S_2025-10-06_labtech_0700_1500,2025-10-06,2025-10-06 07:00:00,2025-10-06 15:00:00,8.0,labtech,1
E035,S_2025-10-07_labtech_0700_1500,2025-10-07,2025-10-07 07:00:00,2025-10-07 15:00:00,8.0,labtech,1
E035,S_2025-10-08_labtech_0700_1500,2025-10-08,2025-10-08 07:00:00,2025-10-08 15:00:00,8.0,labtech,1
E035,S_2025-10-10_labtech_0700_1500,2025-10-10,2025-10-10 07:00:00,2025-10-10 15:00:00,8.0,labtech,1
E035,ANCH_2025-10-09_labtech_1100_1500,2025-10-09,2025-10-09 11:00:00,2025-10-09 15:00:00,4.0,labtech,1
E036,S_2025-10-06_triage_1000_1800,2025-10-06,2025-10-06 10:00:00,2025-10-06 18:00:00,8.0,triage,2
E036,S_2025-10-07_triage_1000_1800,2025-10-07,2025-10-07 10:00:00,2025-10-07 18:00:00,8.0,triage,2
E036,S_2025-10-09_triage_1000_1800,2025-10-09,2025-10-09 10:00:00,2025-10-09 18:00:00,8.0,triage,2
E036,S_2025-10-10_triage_1000_1800,2025-10-10,2025-10-10 10:00:00,2025-10-10 18:00:00,8.0,triage,2
E036,S_2025-10-12_triage_1000_1800,2025-10-12,2025-10-12 10:00:00,2025-10-12 18:00:00,8.0,triage,2
E037,S_2025-10-08_radiology_0900_1700,2025-10-08,2025-10-08 09:00:00,2025-10-08 17:00:00,8.0,radiology,1
E037,S_2025-10-09_radiology_0900_1700,2025-10-09,2025-10-09 09:00:00,2025-10-09 17:00:00,8.0,radiology,1
E037,S_2025-10-10_radiology_0900_1700,2025-10-10,2025-10-10 09:00:00,2025-10-10 17:00:00,8.0,radiology,1
E037,S_2025-10-11_radiology_0900_1700,2025-10-11,2025-10-11 09:00:00,2025-10-11 17:00:00,8.0,radiology,1
E038,S_2025-10-08_receptionist_0800_1600,2025-10-08,2025-10-08 08:00:00,2025-10-08 16:00:00,8.0,receptionist,1
E038,S_2025-10-09_receptionist_0800_1600,2025-10-09,2025-10-09 08:00:00,2025-10-09 16:00:00,8.0,receptionist,1
E038,S_2025-10-10_receptionist_0800_1600,2025-10-10,2025-10-10 08:00:00,2025-10-10 16:00:00,8.0,receptionist,1
E038,S_2025-10-12_receptionist_0800_1600,2025-10-12,2025-10-12 08:00:00,2025-10-12 16:00:00,8.0,receptionist,1
E038,ANCH_2025-10-06_receptionist_1200_1600,2025-10-06,2025-10-06 12:00:00,2025-10-06 16:00:00,4.0,receptionist,1
E039,S_2025-10-08_triage_1000_1800,2025-10-08,2025-10-08 10:00:00,2025-10-08 18:00:00,8.0,triage,2
E039,S_2025-10-09_triage_1000_1800,2025-10-09,2025-10-09 10:00:00,2025-10-09 18:00:00,8.0,triage,2
E039,S_2025-10-11_triage_1000_1800,2025-10-11,2025-10-11 10:00:00,2025-10-11 18:00:00,8.0,triage,2
E039,S_2025-10-12_triage_1000_1800,2025-10-12,2025-10-12 10:00:00,2025-10-12 18:00:00,8.0,triage,2
E039,ANCH_2025-10-10_triage_1000_1200,2025-10-10,2025-10-10 10:00:00,2025-10-10 12:00:00,2.0,triage,2
E039,ANCH_2025-10-07_radiology_0900_1300,2025-10-07,2025-10-07 09:00:00,2025-10-07 13:00:00,4.0,radiology,1
E040,S_2025-10-06_triage_1000_1800,2025-10-06,2025-10-06 10:00:00,2025-10-06 18:00:00,8.0,triage,2
E040,S_2025-10-07_triage_1000_1800,2025-10-07,2025-10-07 10:00:00,2025-10-07 18:00:00,8.0,triage,2
E040,S_2025-10-08_triage_1000_1800,2025-10-08,2025-10-08 10:00:00,2025-10-08 18:00:00,8.0,triage,2
E040,S_2025-10-10_triage_1000_1800,2025-10-10,2025-10-10 10:00:00,2025-10-10 18:00:00,8.0,triage,2
E040,S_2025-10-11_triage_1000_1800,2025-10-11,2025-10-11 10:00:00,2025-10-11 18:00:00,8.0,triage,2
E041,S_2025-10-06_nurse_0800_1600,2025-10-06,2025-10-06 08:00:00,2025-10-06 16:00:00,8.0,nurse,3
E041,S_2025-10-07_nurse_0800_1600,2025-10-07,2025-10-07 08:00:00,2025-10-07 16:00:00,8.0,nurse,3
E041,S_2025-10-08_nurse_0800_1600,2025-10-08,2025-10-08 08:00:00,2025-10-08 16:00:00,8.0,nurse,3
E041,S_2025-10-09_nurse_0800_1600,2025-10-09,2025-10-09 08:00:00,2025-10-09 16:00:00,8.0,nurse,3
E041,S_2025-10-11_nurse_0800_1600,2025-10-11,2025-10-11 08:00:00,2025-10-11 16:00:00,8.0,nurse,2
E042,S_2025-10-06_doctor_0800_1800,2025-10-06,2025-10-06 08:00:00,2025-10-06 18:00:00,10.0,doctor,2
E042,S_2025-10-07_doctor_0830_1830,2025-10-07,2025-10-07 08:30:00,2025-10-07 18:30:00,10.0,doctor,2
E042,S_2025-10-12_doctor_0800_1800,2025-10-12,2025-10-12 08:00:00,2025-10-12 18:00:00,10.0,doctor,2
E042,ANCH_2025-10-09_doctor_0400_0600,2025-10-09,2025-10-09 04:00:00,2025-10-09 06:00:00,2.0,doctor,1
E043,S_2025-10-07_icu_nurse_1600_2200,2025-10-07,2025-10-07 16:00:00,2025-10-07 22:00:00,6.0,icu_nurse,1
E043,S_2025-10-09_icu_nurse_0800_1600,2025-10-09,2025-10-09 08:00:00,2025-10-09 16:00:00,8.0,icu_nurse,2
E043,S_2025-10-10_icu_nurse_0800_1600,2025-10-10,2025-10-10 08:00:00,2025-10-10 16:00:00,8.0,icu_nurse,2
E043,S_2025-10-11_icu_nurse_0800_1600,2025-10-11,2025-10-11 08:00:00,2025-10-11 16:00:00,8.0,icu_nurse,2
E043,S_2025-10-13_icu_nurse_0000_0600,2025-10-13,2025-10-13 00:00:00,2025-10-13 06:00:00,6.0,icu_nurse,1
E044,S_2025-10-07_radiology_0900_1700,2025-10-07,2025-10-07 09:00:00,2025-10-07 17:00:00,8.0,radiology,1
E044,S_2025-10-09_radiology_0900_1700,2025-10-09,2025-10-09 09:00:00,2025-10-09 17:00:00,8.0,radiology,1
E044,S_2025-10-10_radiology_0900_1700,2025-10-10,2025-10-10 09:00:00,2025-10-10 17:00:00,8.0,radiology,1
